1
    LCPFCT Test #1 - Constant V Convection:   step =   0 and TIME =  0.000
          with DX = 0.100 DT = 0.020 and VX = 0.500CFL = 0.100

    I     X(I)     Square    exact     Circle    exact   Gaussian    exact
   39   3.85000   1.00000   1.00000   0.97310   0.97317   0.80883   0.80922
   40   3.95000   1.00000   1.00000   0.97787   0.97768   0.83945   0.83821
   41   4.05000   1.00000   1.00000   0.98206   0.98177   0.86706   0.86546
   42   4.15000   1.00000   1.00000   0.98548   0.98543   0.89081   0.89074
   43   4.25000   1.00000   1.00000   0.98835   0.98867   0.91194   0.91383
   44   4.35000   1.00000   1.00000   0.99113   0.99150   0.93233   0.93452
   45   4.45000   1.00000   1.00000   0.99394   0.99391   0.95244   0.95264
   46   4.55000   1.00000   1.00000   0.99643   0.99592   0.97061   0.96800
   47   4.65000   1.00000   1.00000   0.99816   0.99753   0.98436   0.98046
   48   4.75000   1.00000   1.00000   0.99902   0.99873   0.99222   0.98992
   49   4.85000   1.00000   1.00000   0.99920   0.99953   0.99486   0.99628
   50   4.95000   1.00000   1.00000   0.99920   0.99993   0.99501   0.99947
   51   5.05000   1.00000   1.00000   0.99920   0.99993   0.99501   0.99947
   52   5.15000   1.00000   1.00000   0.99897   0.99953   0.99501   0.99628
   53   5.25000   1.00000   1.00000   0.99871   0.99873   0.99202   0.98992
   54   5.35000   1.00000   1.00000   0.99871   0.99753   0.98259   0.98047
   55   5.45000   1.00000   1.00000   0.99740   0.99593   0.96919   0.96800
   56   5.55000   1.00000   1.00000   0.99280   0.99392   0.95294   0.95264
   57   5.65000   1.00000   1.00000   0.99117   0.99150   0.93458   0.93453
   58   5.75000   1.00000   1.00000   0.99097   0.98867   0.91397   0.91384
   59   5.85000   1.00000   1.00000   0.98535   0.98543   0.89074   0.89075
   60   5.95000   1.00000   1.00000   0.97902   0.98177   0.86533   0.86547
   61   6.05000   1.00000   1.00000   0.97813   0.97768   0.83829   0.83822
   62   6.15000   1.00000   1.00000   0.97642   0.97317   0.80945   0.80923
   63   6.25000   1.00000   1.00000   0.96702   0.96823   0.77872   0.77876
   64   6.35000   1.00000   1.00000   0.95912   0.96284   0.74687   0.74703
   65   6.45000   1.00000   1.00000   0.95857   0.95701   0.71445   0.71431
   66   6.55000   1.00000   1.00000   0.95505   0.95072   0.68109   0.68084
   67   6.65000   1.00000   1.00000   0.94189   0.94396   0.64677   0.64687
   68   6.75000   1.00000   1.00000   0.93177   0.93673   0.61241   0.61263
   69   6.85000   1.00000   1.00000   0.93108   0.92901   0.57852   0.57835
   70   6.95000   1.00000   1.00000   0.92673   0.92080   0.54455   0.54424
   71   7.05000   1.00000   1.00000   0.91019   0.91207   0.51039   0.51051
   72   7.15000   1.00000   1.00000   0.89588   0.90281   0.47701   0.47734
   73   7.25000   1.00000   1.00000   0.89384   0.89301   0.44501   0.44490
   74   7.35000   1.00000   1.00000   0.89081   0.88264   0.41376   0.41334
   75   7.45000   1.00000   1.00000   0.87257   0.87170   0.38278   0.38279
   76   7.55000   1.00000   1.00000   0.85127   0.86015   0.35290   0.35337
   77   7.65000   1.00000   1.00000   0.84413   0.84797   0.32505   0.32517
   78   7.75000   1.00000   1.00000   0.84401   0.83514   0.29875   0.29826
   79   7.85000   1.00000   1.00000   0.82926   0.82162   0.27301   0.27270
   80   7.95000   1.00000   1.00000   0.80069   0.80737   0.24812   0.24854
   81   8.05000   1.00000   1.00000   0.78082   0.79237   0.22524   0.22580
   82   8.15000   1.00000   1.00000   0.77820   0.77656   0.20467   0.20448
   83   8.25000   1.00000   1.00000   0.77429   0.75990   0.18531   0.18458
   84   8.35000   1.00000   1.00000   0.74875   0.74232   0.16628   0.16609
   85   8.45000   1.00000   1.00000   0.71154   0.72377   0.14824   0.14897
   86   8.55000   1.00000   1.00000   0.68858   0.70416   0.13246   0.13319
   87   8.65000   1.00000   1.00000   0.68570   0.68340   0.11899   0.11870
   88   8.75000   1.00000   1.00000   0.68130   0.66139   0.10649   0.10545
   89   8.85000   1.00000   1.00000   0.65151   0.63798   0.09388   0.09338
   90   8.95000   1.00000   1.00000   0.60205   0.61304   0.08164   0.08243
   91   9.05000   1.00000   1.00000   0.56083   0.58635   0.07119   0.07253
   92   9.15000   1.00000   1.00000   0.54560   0.55767   0.06320   0.06361
   93   9.25000   1.00000   1.00000   0.54544   0.52668   0.05677   0.05561
   94   9.35000   1.00000   1.00000   0.53107   0.49292   0.05023   0.04847
   95   9.45000   1.00000   1.00000   0.47723   0.45579   0.04275   0.04210
   96   9.55000   1.00000   1.00000   0.39259   0.41438   0.03505   0.03646
   97   9.65000   1.00000   1.00000   0.30837   0.36724   0.02872   0.03147
   98   9.75000   1.00000   1.00000   0.25312   0.31172   0.02492   0.02707
   99   9.85000   1.00000   1.00000   0.23378   0.24195   0.02362   0.02322
  100   9.95000   1.00000   1.00000   0.23300   0.13331   0.02357   0.01985

 Conserved sums  10.00000  10.00000   7.85409   7.85406   4.41043   4.41041
 Absolute error   0.00000             0.09950             0.01802
